Exchange Date,Bid,Ask,High,Low,Open,Refresh Rate,BidNet,UK Pound Sterling/US Dollar FX Spot Rate | Price History                                          26-Jan-2022 16:32
06-Nov-2017,1.3170,1.3174,1.3175,1.3056,1.3083,95228,+0.0096,
03-Nov-2017,1.3074,1.3078,1.3130,1.3037,1.3057,124103,+0.0017,
02-Nov-2017,1.3057,1.3061,1.3298,1.3041,1.3243,145805,-0.0187,
01-Nov-2017,1.3244,1.3248,1.3319,1.3238,1.3280,143471,-0.0038,
31-Oct-2017,1.3282,1.3284,1.3288,1.3189,1.3206,128576,+0.0075,
30-Oct-2017,1.3207,1.3209,1.3215,1.3104,1.3111,119540,+0.0080,
27-Oct-2017,1.3127,1.3131,1.3162,1.3068,1.3159,128518,-0.0031,
26-Oct-2017,1.3158,1.3162,1.3279,1.3145,1.3262,134421,-0.0104,
25-Oct-2017,1.3262,1.3266,1.3270,1.3108,1.3130,139555,+0.0128,
24-Oct-2017,1.3134,1.3138,1.3227,1.3110,1.3197,125247,-0.0062,
23-Oct-2017,1.3196,1.3199,1.3226,1.3155,1.3185,113913,+0.0008,
20-Oct-2017,1.3188,1.3192,1.3200,1.3085,1.3157,130666,+0.0031,
19-Oct-2017,1.3157,1.3161,1.3228,1.3130,1.3204,128933,-0.0046,
18-Oct-2017,1.3203,1.3207,1.3210,1.3138,1.3189,123930,+0.0014,
17-Oct-2017,1.3189,1.3193,1.3287,1.3152,1.3248,127727,-0.0059,
16-Oct-2017,1.3248,1.3252,1.3311,1.3223,1.3307,108545,-0.0036,
13-Oct-2017,1.3284,1.3289,1.3336,1.3246,1.3260,132055,+0.0024,
12-Oct-2017,1.3260,1.3264,1.3290,1.3119,1.3222,130437,+0.0039,
11-Oct-2017,1.3221,1.3225,1.3234,1.3173,1.3203,117986,+0.0019,
10-Oct-2017,1.3202,1.3206,1.3225,1.3129,1.3139,121273,+0.0062,
09-Oct-2017,1.3140,1.3144,1.3183,1.3054,1.3067,100888,+0.0077,
06-Oct-2017,1.3063,1.3068,1.3124,1.3024,1.3117,125497,-0.0054,
05-Oct-2017,1.3117,1.3121,1.3249,1.3105,1.3245,121917,-0.0126,
04-Oct-2017,1.3243,1.3248,1.3290,1.3232,1.3234,121558,+0.0009,
03-Oct-2017,1.3234,1.3238,1.3287,1.3220,1.3274,118609,-0.0041,
02-Oct-2017,1.3275,1.3279,1.3402,1.3253,1.3387,111973,-0.0121,
29-Sep-2017,1.3396,1.3398,1.3445,1.3348,1.3440,117860,-0.0044,
28-Sep-2017,1.3440,1.3445,1.3455,1.3341,1.3384,123818,+0.0056,
27-Sep-2017,1.3384,1.3390,1.3461,1.3361,1.3456,128114,-0.0072,
26-Sep-2017,1.3456,1.3461,1.3514,1.3407,1.3465,123091,-0.0009,
25-Sep-2017,1.3465,1.3469,1.3570,1.3429,1.3491,122533,-0.0026,
22-Sep-2017,1.3491,1.3495,1.3595,1.3448,1.3579,122188,-0.0087,
21-Sep-2017,1.3578,1.3581,1.3586,1.3468,1.3491,123902,+0.0086,
20-Sep-2017,1.3492,1.3496,1.3656,1.3450,1.3508,129729,-0.0015,
19-Sep-2017,1.3507,1.3511,1.3551,1.3467,1.3493,137010,+0.0015,
18-Sep-2017,1.3492,1.3496,1.3618,1.3463,1.3574,125639,-0.0099,
15-Sep-2017,1.3591,1.3595,1.3615,1.3379,1.3396,140086,+0.0196,
14-Sep-2017,1.3395,1.3399,1.3405,1.3160,1.3209,127229,+0.0186,
13-Sep-2017,1.3209,1.3213,1.3328,1.3183,1.3282,127649,-0.0073,
12-Sep-2017,1.3282,1.3286,1.3298,1.3158,1.3161,128280,+0.0120,
11-Sep-2017,1.3162,1.3165,1.3222,1.3158,1.3202,106781,-0.0035,
08-Sep-2017,1.3197,1.3200,1.3224,1.3091,1.3099,130029,+0.0098,
07-Sep-2017,1.3099,1.3103,1.3115,1.3030,1.3041,111507,+0.0058,
06-Sep-2017,1.3041,1.3045,1.3082,1.3016,1.3030,116966,+0.0010,
05-Sep-2017,1.3031,1.3035,1.3042,1.2907,1.2925,119759,+0.0100,
04-Sep-2017,1.2931,1.2932,1.2966,1.2910,1.2958,91909,-0.0018,
01-Sep-2017,1.2949,1.2952,1.2995,1.2902,1.2929,120449,+0.0020,
31-Aug-2017,1.2929,1.2932,1.2934,1.2849,1.2926,128895,+0.0005,
30-Aug-2017,1.2924,1.2927,1.2938,1.2876,1.2917,126963,+0.0005,
29-Aug-2017,1.2919,1.2921,1.2978,1.2913,1.2930,136476,-0.0012,
28-Aug-2017,1.2931,1.2935,1.2946,1.2871,1.2900,101737,+0.0047,
25-Aug-2017,1.2884,1.2889,1.2888,1.2791,1.2797,122969,+0.0085,
24-Aug-2017,1.2799,1.2801,1.2836,1.2770,1.2795,121678,+0.0001,
23-Aug-2017,1.2798,1.2802,1.2833,1.2777,1.2822,129622,-0.0025,
22-Aug-2017,1.2823,1.2825,1.2909,1.2808,1.2896,129328,-0.0076,
21-Aug-2017,1.2899,1.2903,1.2916,1.2847,1.2868,105976,+0.0028,
18-Aug-2017,1.2871,1.2881,1.2915,1.2829,1.2864,128730,+0.0008,
17-Aug-2017,1.2863,1.2874,1.2909,1.2850,1.2889,138569,-0.0025,
16-Aug-2017,1.2888,1.2892,1.2903,1.2840,1.2868,122949,+0.0019,
15-Aug-2017,1.2869,1.2871,1.2970,1.2844,1.2963,111011,-0.0094,
14-Aug-2017,1.2963,1.2967,1.3022,1.2955,1.2992,103653,-0.0048,
11-Aug-2017,1.3011,1.3013,1.3030,1.2937,1.2975,111747,+0.0037,
10-Aug-2017,1.2974,1.2976,1.3016,1.2950,1.2999,120443,-0.0030,
09-Aug-2017,1.3004,1.3006,1.3028,1.2965,1.2988,115575,+0.0015,
08-Aug-2017,1.2989,1.2993,1.3053,1.2950,1.3033,105812,-0.0043,
07-Aug-2017,1.3032,1.3038,1.3060,1.3011,1.3025,94798,-0.0003,
04-Aug-2017,1.3035,1.3038,1.3164,1.3021,1.3134,108184,-0.0102,
03-Aug-2017,1.3137,1.3141,1.3264,1.3110,1.3219,115017,-0.0084,
02-Aug-2017,1.3221,1.3225,1.3250,1.3187,1.3201,120591,+0.0022,
01-Aug-2017,1.3199,1.3208,1.3244,1.3188,1.3212,118205,-0.0013,
31-Jul-2017,1.3212,1.3216,1.3223,1.3094,1.3129,107077,+0.0081,
28-Jul-2017,1.3131,1.3139,1.3151,1.3056,1.3063,112720,+0.0065,
27-Jul-2017,1.3066,1.3067,1.3157,1.3051,1.3119,122124,-0.0053,
26-Jul-2017,1.3119,1.3123,1.3123,1.2999,1.3019,116554,+0.0096,
25-Jul-2017,1.3023,1.3028,1.3083,1.3004,1.3027,106827,-0.0003,
24-Jul-2017,1.3026,1.3032,1.3055,1.2983,1.2983,99201,+0.0034,
21-Jul-2017,1.2992,1.2999,1.3020,1.2951,1.2972,111666,+0.0022,
20-Jul-2017,1.2970,1.2978,1.3034,1.2930,1.3020,126917,-0.0047,
19-Jul-2017,1.3017,1.3019,1.3052,1.3008,1.3036,112621,-0.0021,
18-Jul-2017,1.3038,1.3042,1.3125,1.3002,1.3055,125923,-0.0016,
17-Jul-2017,1.3054,1.3056,1.3112,1.3044,1.3099,104240,-0.0041,
14-Jul-2017,1.3095,1.3098,1.3113,1.2931,1.2934,112487,+0.0160,
13-Jul-2017,1.2935,1.2944,1.2954,1.2875,1.2882,118326,+0.0053,
12-Jul-2017,1.2882,1.2888,1.2905,1.2808,1.2845,127674,+0.0038,
11-Jul-2017,1.2844,1.2853,1.2927,1.2828,1.2880,115338,-0.0031,
10-Jul-2017,1.2875,1.2883,1.2908,1.2853,1.2882,90161,-0.0014,
07-Jul-2017,1.2889,1.2895,1.2974,1.2864,1.2966,105380,-0.0080,
06-Jul-2017,1.2969,1.2973,1.2982,1.2917,1.2934,114311,+0.0035,
05-Jul-2017,1.2934,1.2937,1.2948,1.2890,1.2916,121189,+0.0018,
04-Jul-2017,1.2916,1.2924,1.2958,1.2909,1.2936,115893,-0.0020,
03-Jul-2017,1.2936,1.2938,1.3023,1.2929,1.3010,105757,-0.0089,
30-Jun-2017,1.3025,1.3029,1.3030,1.2946,1.3003,119149,+0.0021,
29-Jun-2017,1.3004,1.3008,1.3011,1.2917,1.2921,126292,+0.0080,
28-Jun-2017,1.2924,1.2928,1.2972,1.2790,1.2815,132587,+0.0110,
27-Jun-2017,1.2814,1.2818,1.2858,1.2714,1.2721,120399,+0.0094,
26-Jun-2017,1.2720,1.2722,1.2759,1.2703,1.2728,93194,+0.0004,
23-Jun-2017,1.2716,1.2720,1.2743,1.2671,1.2679,111845,+0.0035,
22-Jun-2017,1.2681,1.2683,1.2691,1.2651,1.2669,116166,+0.0013,
21-Jun-2017,1.2668,1.2675,1.2709,1.2587,1.2627,130832,+0.0039,
20-Jun-2017,1.2629,1.2632,1.2757,1.2601,1.2731,133776,-0.0103,
19-Jun-2017,1.2732,1.2740,1.2813,1.2720,1.2783,123247,-0.0042,
16-Jun-2017,1.2774,1.2778,1.2804,1.2746,1.2752,123571,+0.0020,
15-Jun-2017,1.2754,1.2756,1.2795,1.2688,1.2749,133431,+0.0003,
14-Jun-2017,1.2751,1.2753,1.2817,1.2721,1.2754,146659,+0.0001,
13-Jun-2017,1.2750,1.2756,1.2756,1.2639,1.2657,138267,+0.0095,
12-Jun-2017,1.2655,1.2658,1.2769,1.2636,1.2729,115691,-0.0085,
09-Jun-2017,1.2740,1.2750,1.2959,1.2632,1.2953,167665,-0.0211,
08-Jun-2017,1.2951,1.2955,1.2977,1.2905,1.2959,148463,-0.0008,
07-Jun-2017,1.2959,1.2963,1.2967,1.2885,1.2910,148004,+0.0052,
06-Jun-2017,1.2907,1.2915,1.2949,1.2870,1.2901,144104,+0.0006,
05-Jun-2017,1.2901,1.2905,1.2940,1.2845,1.2848,126957,+0.0019,
02-Jun-2017,1.2882,1.2891,1.2903,1.2844,1.2877,109746,+0.0003,
01-Jun-2017,1.2879,1.2883,1.2914,1.2828,1.2887,134994,-0.0009,
31-May-2017,1.2888,1.2892,1.2919,1.2767,1.2857,156151,+0.0031,
30-May-2017,1.2857,1.2860,1.2888,1.2791,1.2836,136399,+0.0019,
29-May-2017,1.2838,1.2844,1.2850,1.2788,1.2804,104536,+0.0036,
26-May-2017,1.2802,1.2805,1.2947,1.2772,1.2941,135040,-0.0137,
25-May-2017,1.2939,1.2941,1.3012,1.2928,1.2968,136534,-0.0034,
24-May-2017,1.2973,1.2975,1.2999,1.2924,1.2960,153138,+0.0014,
23-May-2017,1.2959,1.2966,1.3033,1.2950,1.2997,159634,-0.0039,
22-May-2017,1.2998,1.3002,1.3042,1.2963,1.3005,133773,-0.0036,
19-May-2017,1.3034,1.3037,1.3039,1.2925,1.2935,127232,+0.0098,
18-May-2017,1.2936,1.2943,1.3047,1.2889,1.2965,149458,-0.0033,
17-May-2017,1.2969,1.2976,1.2990,1.2903,1.2915,142873,+0.0053,
16-May-2017,1.2916,1.2919,1.2957,1.2864,1.2895,138444,+0.0023,
15-May-2017,1.2893,1.2894,1.2940,1.2872,1.2887,114841,+0.0003,
12-May-2017,1.2890,1.2892,1.2899,1.2842,1.2885,122107,+0.0009,
11-May-2017,1.2881,1.2891,1.2948,1.2847,1.2937,138428,-0.0055,
10-May-2017,1.2936,1.2940,1.2987,1.2924,1.2931,138585,+0.0003,
09-May-2017,1.2933,1.2937,1.2959,1.2900,1.2942,93631,-0.0005,
08-May-2017,1.2938,1.2942,1.2990,1.2927,1.2979,80791,-0.0041,
05-May-2017,1.2979,1.2983,1.2983,1.2898,1.2918,108312,+0.0059,
04-May-2017,1.2920,1.2922,1.2930,1.2829,1.2863,134226,+0.0057,
03-May-2017,1.2863,1.2871,1.2949,1.2861,1.2936,133156,-0.0072,
02-May-2017,1.2935,1.2942,1.2940,1.2861,1.2884,119889,+0.0050,
01-May-2017,1.2885,1.2887,1.2954,1.2878,1.2950,79528,-0.0061,
28-Apr-2017,1.2946,1.2955,1.2965,1.2884,1.2903,128052,+0.0044,
27-Apr-2017,1.2902,1.2906,1.2914,1.2834,1.2844,131225,+0.0056,
26-Apr-2017,1.2846,1.2848,1.2863,1.2803,1.2839,145971,+0.0006,
25-Apr-2017,1.2840,1.2842,1.2845,1.2771,1.2794,135310,+0.0047,
24-Apr-2017,1.2793,1.2795,1.2870,1.2769,1.2841,142445,-0.0019,
21-Apr-2017,1.2812,1.2814,1.2834,1.2758,1.2812,117151,+0.0004,
20-Apr-2017,1.2808,1.2818,1.2846,1.2770,1.2777,132863,+0.0031,
19-Apr-2017,1.2777,1.2781,1.2860,1.2766,1.2837,152773,-0.0059,
18-Apr-2017,1.2836,1.2846,1.2904,1.2513,1.2564,148166,+0.0275,
17-Apr-2017,1.2561,1.2568,1.2596,1.2522,1.2528,93156,+0.0039,
14-Apr-2017,1.2522,1.2526,1.2535,1.2498,1.2501,82670,+0.0017,
13-Apr-2017,1.2505,1.2507,1.2574,1.2496,1.2536,121386,-0.0033,
12-Apr-2017,1.2538,1.2542,1.2548,1.2477,1.2489,116526,+0.0050,
11-Apr-2017,1.2488,1.2494,1.2494,1.2401,1.2409,114891,+0.0078,
10-Apr-2017,1.2410,1.2419,1.2428,1.2362,1.2379,105352,+0.0038,
07-Apr-2017,1.2372,1.2375,1.2477,1.2361,1.2466,144133,-0.0094,
06-Apr-2017,1.2466,1.2473,1.2504,1.2448,1.2482,120766,-0.0014,
05-Apr-2017,1.2480,1.2486,1.2498,1.2420,1.2437,135264,+0.0041,
04-Apr-2017,1.2439,1.2442,1.2495,1.2417,1.2486,138320,-0.0047,
03-Apr-2017,1.2486,1.2488,1.2555,1.2463,1.2539,130943,-0.0059,
31-Mar-2017,1.2545,1.2555,1.2557,1.2431,1.2467,140044,+0.0080,
30-Mar-2017,1.2465,1.2473,1.2525,1.2401,1.2429,132357,+0.0033,
29-Mar-2017,1.2432,1.2436,1.2474,1.2375,1.2445,148063,-0.0016,
28-Mar-2017,1.2448,1.2452,1.2596,1.2437,1.2557,147150,-0.0105,
27-Mar-2017,1.2553,1.2560,1.2615,1.2473,1.2483,137120,+0.0085,
24-Mar-2017,1.2468,1.2472,1.2522,1.2466,1.2519,118902,-0.0051,
23-Mar-2017,1.2519,1.2523,1.2530,1.2459,1.2482,125012,+0.0037,
22-Mar-2017,1.2482,1.2486,1.2505,1.2421,1.2475,132264,+0.0005,
21-Mar-2017,1.2477,1.2481,1.2494,1.2338,1.2356,132077,+0.0121,
20-Mar-2017,1.2356,1.2360,1.2435,1.2333,1.2398,115615,-0.0036,
17-Mar-2017,1.2392,1.2396,1.2404,1.2321,1.2357,127902,+0.0034,
16-Mar-2017,1.2358,1.2362,1.2376,1.2239,1.2287,154349,+0.0067,
15-Mar-2017,1.2291,1.2293,1.2308,1.2138,1.2152,150720,+0.0139,
14-Mar-2017,1.2152,1.2156,1.2226,1.2106,1.2217,146885,-0.0066,
13-Mar-2017,1.2218,1.2220,1.2251,1.2148,1.2161,138826,+0.0049,
10-Mar-2017,1.2169,1.2174,1.2188,1.2137,1.2166,150575,+0.0003,
09-Mar-2017,1.2166,1.2167,1.2195,1.2134,1.2165,155540,-0.0002,
08-Mar-2017,1.2168,1.2172,1.2214,1.2138,1.2197,132150,-0.0031,
07-Mar-2017,1.2199,1.2201,1.2252,1.2167,1.2234,143127,-0.0036,
06-Mar-2017,1.2235,1.2238,1.2300,1.2221,1.2293,146293,-0.0055,
03-Mar-2017,1.2290,1.2300,1.2299,1.2212,1.2265,129462,+0.0025,
02-Mar-2017,1.2265,1.2268,1.2306,1.2240,1.2288,137689,-0.0028,
01-Mar-2017,1.2293,1.2297,1.2404,1.2277,1.2380,154707,-0.0087,
28-Feb-2017,1.2380,1.2381,1.2470,1.2368,1.2442,139196,-0.0062,
27-Feb-2017,1.2442,1.2446,1.2484,1.2382,1.2465,130264,-0.0023,
24-Feb-2017,1.2465,1.2470,1.2570,1.2444,1.2552,108330,-0.0087,
23-Feb-2017,1.2552,1.2558,1.2559,1.2425,1.2440,114309,+0.0103,
22-Feb-2017,1.2449,1.2453,1.2507,1.2421,1.2469,142652,-0.0023,
21-Feb-2017,1.2472,1.2475,1.2480,1.2397,1.2457,145169,+0.0012,
20-Feb-2017,1.2460,1.2462,1.2482,1.2400,1.2409,125456,+0.0048,
17-Feb-2017,1.2412,1.2417,1.2511,1.2385,1.2488,134937,-0.0075,
16-Feb-2017,1.2487,1.2494,1.2523,1.2451,1.2458,153387,+0.0029,
15-Feb-2017,1.2458,1.2461,1.2480,1.2379,1.2470,154614,-0.0009,
14-Feb-2017,1.2467,1.2472,1.2548,1.2440,1.2523,153377,-0.0059,
13-Feb-2017,1.2526,1.2529,1.2539,1.2468,1.2473,141602,+0.0037,
10-Feb-2017,1.2489,1.2494,1.2521,1.2436,1.2496,146723,-0.0005,
09-Feb-2017,1.2494,1.2499,1.2582,1.2487,1.2539,149600,-0.0043,
08-Feb-2017,1.2537,1.2542,1.2549,1.2472,1.2505,172885,+0.0027,
07-Feb-2017,1.2510,1.2513,1.2545,1.2344,1.2463,168326,+0.0041,
06-Feb-2017,1.2469,1.2470,1.2509,1.2423,1.2491,148859,-0.0016,
03-Feb-2017,1.2485,1.2490,1.2537,1.2456,1.2522,159303,-0.0035,
02-Feb-2017,1.2520,1.2536,1.2707,1.2514,1.2656,167782,-0.0132,
01-Feb-2017,1.2652,1.2665,1.2679,1.2542,1.2580,156902,+0.0075,
31-Jan-2017,1.2577,1.2581,1.2596,1.2410,1.2483,166300,+0.0095,
30-Jan-2017,1.2482,1.2490,1.2600,1.2462,1.2548,151033,-0.0064,
27-Jan-2017,1.2546,1.2564,1.2605,1.2514,1.2590,153334,-0.0040,
26-Jan-2017,1.2586,1.2601,1.2673,1.2554,1.2631,168544,-0.0044,
25-Jan-2017,1.2630,1.2639,1.2638,1.2488,1.2520,163441,+0.0110,
24-Jan-2017,1.2520,1.2521,1.2545,1.2415,1.2534,159052,-0.0011,
23-Jan-2017,1.2531,1.2540,1.2541,1.2352,1.2358,151170,+0.0157,
20-Jan-2017,1.2374,1.2376,1.2380,1.2259,1.2341,155366,+0.0033,
19-Jan-2017,1.2341,1.2343,1.2342,1.2250,1.2256,158929,+0.0084,
18-Jan-2017,1.2257,1.2261,1.2415,1.2250,1.2412,162496,-0.0156,
17-Jan-2017,1.2413,1.2414,1.2415,1.2014,1.2043,165567,+0.0370,
16-Jan-2017,1.2043,1.2054,1.2085,1.1979,1.2058,148155,-0.0133,
13-Jan-2017,1.2176,1.2181,1.2232,1.2119,1.2155,157511,+0.0015,
12-Jan-2017,1.2161,1.2165,1.2316,1.2148,1.2206,168875,-0.0050,
11-Jan-2017,1.2211,1.2213,1.2269,1.2036,1.2175,162838,+0.0035,
10-Jan-2017,1.2176,1.2178,1.2190,1.2104,1.2161,160457,+0.0016,
09-Jan-2017,1.2160,1.2164,1.2271,1.2122,1.2266,134595,-0.0120,
06-Jan-2017,1.2280,1.2294,1.2430,1.2257,1.2417,109887,-0.0133,
05-Jan-2017,1.2413,1.2423,1.2431,1.2267,1.2321,117834,+0.0096,
04-Jan-2017,1.2317,1.2327,1.2351,1.2217,1.2232,103450,+0.0080,
03-Jan-2017,1.2237,1.2241,1.2306,1.2198,1.2272,93061,-0.0038,
02-Jan-2017,1.2275,1.2276,1.2354,1.2267,1.2344,36163,-0.0061,
30-Dec-2016,1.2336,1.2341,1.2387,1.2242,1.2260,125133,+0.0079,
29-Dec-2016,1.2257,1.2269,1.2274,1.2206,1.2222,138160,+0.0033,
28-Dec-2016,1.2224,1.2228,1.2296,1.2197,1.2267,126614,-0.0046,
27-Dec-2016,1.2270,1.2272,1.2289,1.2236,1.2283,87518,-0.0011,
26-Dec-2016,1.2281,1.2295,1.2307,1.2257,1.2262,33835,-0.0009,
23-Dec-2016,1.2290,1.2295,1.2298,1.2226,1.2280,129908,+0.0008,
22-Dec-2016,1.2282,1.2284,1.2378,1.2273,1.2349,149340,-0.0070,
21-Dec-2016,1.2352,1.2356,1.2391,1.2321,1.2362,153479,-0.0013,
20-Dec-2016,1.2365,1.2369,1.2412,1.2311,1.2399,166635,-0.0033,
19-Dec-2016,1.2398,1.2402,1.2502,1.2353,1.2491,144976,-0.0089,
16-Dec-2016,1.2487,1.2507,1.2509,1.2379,1.2417,152768,+0.0072,
15-Dec-2016,1.2415,1.2423,1.2568,1.2372,1.2556,173519,-0.0148,
14-Dec-2016,1.2563,1.2566,1.2720,1.2527,1.2658,155363,-0.0093,
13-Dec-2016,1.2656,1.2660,1.2727,1.2649,1.2673,152496,-0.0019,
12-Dec-2016,1.2675,1.2685,1.2699,1.2551,1.2570,137884,+0.0101,
09-Dec-2016,1.2574,1.2579,1.2620,1.2548,1.2586,145865,-0.0010,
08-Dec-2016,1.2584,1.2588,1.2704,1.2545,1.2624,170682,-0.0036,
07-Dec-2016,1.2620,1.2624,1.2683,1.2567,1.2676,159390,-0.0055,
06-Dec-2016,1.2675,1.2679,1.2774,1.2653,1.2727,153289,-0.0057,
05-Dec-2016,1.2732,1.2735,1.2744,1.2623,1.2725,150936,+0.0013,
02-Dec-2016,1.2719,1.2738,1.2737,1.2565,1.2590,155443,+0.0128,
01-Dec-2016,1.2591,1.2595,1.2695,1.2498,1.2504,171137,+0.0087,
30-Nov-2016,1.2504,1.2505,1.2523,1.2416,1.2490,167426,+0.0016,
29-Nov-2016,1.2488,1.2492,1.2525,1.2384,1.2412,156975,+0.0075,
28-Nov-2016,1.2413,1.2418,1.2531,1.2382,1.2468,143803,-0.0061,
25-Nov-2016,1.2474,1.2479,1.2489,1.2413,1.2448,154775,+0.0026,
24-Nov-2016,1.2448,1.2457,1.2495,1.2397,1.2437,153217,+0.0010,
23-Nov-2016,1.2438,1.2442,1.2468,1.2357,1.2423,162770,+0.0016,
22-Nov-2016,1.2422,1.2426,1.2512,1.2381,1.2495,176230,-0.0068,
21-Nov-2016,1.2490,1.2497,1.2511,1.2308,1.2344,157463,+0.0147,
18-Nov-2016,1.2343,1.2348,1.2436,1.2297,1.2416,163310,-0.0072,
17-Nov-2016,1.2415,1.2418,1.2505,1.2405,1.2441,181731,-0.0026,
16-Nov-2016,1.2441,1.2445,1.2502,1.2408,1.2454,181306,-0.0012,
15-Nov-2016,1.2453,1.2460,1.2528,1.2378,1.2485,175249,-0.0032,
14-Nov-2016,1.2485,1.2489,1.2612,1.2439,1.2591,175303,-0.0114,
11-Nov-2016,1.2599,1.2604,1.2673,1.2521,1.2552,176966,+0.0045,
10-Nov-2016,1.2554,1.2556,1.2584,1.2373,1.2404,180462,+0.0150,
09-Nov-2016,1.2404,1.2408,1.2547,1.2349,1.2371,189791,+0.0027,
08-Nov-2016,1.2377,1.2384,1.2440,1.2358,1.2390,155183,-0.0019,
07-Nov-2016,1.2396,1.2400,1.2525,1.2377,1.2511,153852,-0.0121,
04-Nov-2016,1.2517,1.2521,1.2557,1.2446,1.2460,151826,+0.0057,
03-Nov-2016,1.2460,1.2464,1.2494,1.2293,1.2300,167460,+0.0163,
02-Nov-2016,1.2297,1.2309,1.2354,1.2218,1.2237,159807,+0.0056,
01-Nov-2016,1.2241,1.2245,1.2280,1.2204,1.2235,147341,-0.0001,
31-Oct-2016,1.2242,1.2246,1.2249,1.2141,1.2177,135059,+0.0062,
28-Oct-2016,1.2180,1.2190,1.2212,1.2112,1.2159,153026,+0.0019,
27-Oct-2016,1.2161,1.2164,1.2270,1.2147,1.2247,161191,-0.0085,
26-Oct-2016,1.2246,1.2251,1.2249,1.2152,1.2187,158691,+0.0060,
25-Oct-2016,1.2186,1.2190,1.2243,1.2081,1.2235,168748,-0.0049,
24-Oct-2016,1.2235,1.2243,1.2249,1.2182,1.2220,140504,+0.0002,
21-Oct-2016,1.2233,1.2237,1.2261,1.2169,1.2252,146432,-0.0017,
20-Oct-2016,1.2250,1.2254,1.2298,1.2208,1.2283,162623,-0.0031,
19-Oct-2016,1.2281,1.2291,1.2329,1.2252,1.2292,165011,-0.0015,
18-Oct-2016,1.2296,1.2299,1.2325,1.2173,1.2179,171977,+0.0115,
17-Oct-2016,1.2181,1.2186,1.2201,1.2134,1.2186,147602,-0.0004,
14-Oct-2016,1.2185,1.2189,1.2261,1.2166,1.2257,180051,-0.0066,
13-Oct-2016,1.2251,1.2259,1.2271,1.2130,1.2206,184915,+0.0045,
12-Oct-2016,1.2206,1.2211,1.2325,1.2102,1.2120,194863,+0.0089,
11-Oct-2016,1.2117,1.2128,1.2372,1.2086,1.2361,177941,-0.0241,
10-Oct-2016,1.2358,1.2368,1.2448,1.2342,1.2430,137753,-0.0074,
07-Oct-2016,1.2432,1.2436,1.2624,1.1450,1.2614,193826,-0.0182,
06-Oct-2016,1.2614,1.2618,1.2759,1.2599,1.2744,139130,-0.0134,
05-Oct-2016,1.2748,1.2749,1.2771,1.2683,1.2727,145232,+0.0022,
04-Oct-2016,1.2726,1.2730,1.2860,1.2715,1.2840,152853,-0.0115,
03-Oct-2016,1.2841,1.2845,1.2946,1.2815,1.2938,111862,-0.0134,
30-Sep-2016,1.2975,1.2978,1.3022,1.2935,1.2967,150309,+0.0008,
29-Sep-2016,1.2967,1.2972,1.3058,1.2950,1.3014,144502,-0.0050,
28-Sep-2016,1.3017,1.3021,1.3031,1.2977,1.3021,145541,-0.0003,
27-Sep-2016,1.3020,1.3024,1.3025,1.2934,1.2973,133493,+0.0045,
26-Sep-2016,1.2975,1.2976,1.2987,1.2914,1.2951,101445,+0.0003,
23-Sep-2016,1.2972,1.2975,1.3088,1.2912,1.3069,128547,-0.0101,
22-Sep-2016,1.3073,1.3083,1.3120,1.3023,1.3031,127970,+0.0048,
21-Sep-2016,1.3025,1.3029,1.3046,1.2943,1.2987,135064,+0.0037,
20-Sep-2016,1.2988,1.2989,1.3064,1.2945,1.3028,116686,-0.0037,
19-Sep-2016,1.3025,1.3029,1.3091,1.2990,1.2993,95461,+0.0030,
16-Sep-2016,1.2995,1.3008,1.3248,1.2992,1.3235,117849,-0.0242,
15-Sep-2016,1.3237,1.3239,1.3278,1.3178,1.3231,125430,+0.0004,
14-Sep-2016,1.3233,1.3237,1.3240,1.3136,1.3189,119233,+0.0040,
13-Sep-2016,1.3193,1.3197,1.3342,1.3165,1.3335,119852,-0.0140,
12-Sep-2016,1.3333,1.3343,1.3346,1.3234,1.3268,94349,+0.0071,
09-Sep-2016,1.3262,1.3272,1.3336,1.3237,1.3294,121499,-0.0032,
08-Sep-2016,1.3294,1.3297,1.3375,1.3280,1.3338,123607,-0.0043,
07-Sep-2016,1.3337,1.3339,1.3440,1.3316,1.3437,122232,-0.0100,
06-Sep-2016,1.3437,1.3442,1.3445,1.3292,1.3301,97547,+0.0137,
05-Sep-2016,1.3300,1.3309,1.3375,1.3286,1.3295,72531,+0.0012,
02-Sep-2016,1.3288,1.3298,1.3351,1.3250,1.3267,105984,+0.0021,
01-Sep-2016,1.3267,1.3269,1.3317,1.3124,1.3138,110158,+0.0130,
31-Aug-2016,1.3137,1.3139,1.3157,1.3064,1.3076,110959,+0.0056,
30-Aug-2016,1.3081,1.3085,1.3119,1.3058,1.3108,107425,-0.0021,
29-Aug-2016,1.3102,1.3104,1.3139,1.3056,1.3132,84748,-0.0035,
26-Aug-2016,1.3137,1.3141,1.3279,1.3118,1.3189,107156,-0.0052,
25-Aug-2016,1.3189,1.3193,1.3262,1.3164,1.3231,100825,-0.0042,
24-Aug-2016,1.3231,1.3235,1.3272,1.3158,1.3191,105694,+0.0040,
23-Aug-2016,1.3191,1.3201,1.3210,1.3126,1.3132,106487,+0.0054,
22-Aug-2016,1.3137,1.3141,1.3156,1.3026,1.3058,95389,+0.0063,
19-Aug-2016,1.3074,1.3077,1.3184,1.3020,1.3171,110330,-0.0092,
